text,text_length,original_index,paragraph_index,original_text_length,paragraph_length,source_type
你不似白酒浓郁绵延，必是经历了岁月的积淀，每一步都脚踏实地，唯有将急躁与功利尘封，才能将内心的浮华转化为沁人的香气；你没有啤酒那般洒脱豪迈，但再细微的理想也能发芽，再卑微的人生也会开花，将自卑的心绪暂时收起，年轻的心需要一些泡沫带你沸腾，不要在意短暂的碰撞和散落。,859,583,3,859,132,split_paragraph
用法：水煎服每日一剂，连服五剂无明显效果视为无效，有效再进十剂全煎。2、治疗男性性欲低下的偏方材料：九香虫50克，车前子、陈皮、白术各20克，杜仲40克。用法：先将九香虫炒至半生半熟，车前子微炒用布包，杜仲微炙，上药共为细末，炼蜜为丸如梧桐子大，每日服5克，晚临睡前再服1次，淡盐水或白酒送下。3、治疗食积中草药偏方组成：独脚金15g，谷芽15g，麦芽15g，白术9g，茯苓10g，莲子肉10g，白扁豆10g.陈皮3g。用法：水煎服。4、治疗甲沟炎的偏方组成：鲜半枝莲、土三七、土牛膝、五爪龙各适量。,1137,586,0,1137,250,split_paragraph
用法：上药混合捣碎，外敷患处，每日早、晚各换药1次。5、蛤蚧治疗肺结核偏方原料：蛤蚧3对，黄连500克，百部、白及各1000克。用法：先将蛤蚧去头足切成长条，用黄酒浸后，焙干研粉末，再将另三味用水洗净晒干，粉碎过100-120目筛，与蛤蚧粉混匀，用凉开水泛水为丸，干燥即得。分装成300袋，每袋9克。每次1袋，每日3次。,1137,586,1,1137,160,split_paragraph
6、牛肝粥解决蝴蝶斑牛肝500克、白菊花9克、白僵蚕9克、白芍9克、白茯苓12克、茵陈12克、生甘草3克、丝瓜30克(后六味放入纱布包内)、大米100克，加水2000毫升煮成稠粥，捞出药包，500毫升汤分两天服用。吃肝喝粥，每天早晚各服一次，每个疗程10天(两天熬一次，不要一次熬出来)，中间隔一周，连服三个疗程，没有任何副作用。,1137,586,2,1137,165,split_paragraph
7、脚舒贴除湿气体内湿气自古就是不好治疗的病症，如果不注意后期会衍生很多现代病，在北上广深等大医院都推荐使用 吴德堂脚舒贴（大医院有，怕被宰可以去淘宝查查）晚上睡觉前洗干净脚，一只脚一贴，贴于涌泉穴，早起揭掉即可，隔一天一次，建议三盒一疗程。8、前列腺肥大中药方剂【组成】黄芪20克，海藻20克，枸杞子10克，党参15克，丹参15克，菟丝子10克，怀牛膝10克，泽泻10克，白花蛇舌草30克，半枝莲30克，王不留行子12克，甘草5克。【用法】水煎服，每日1剂，日服2次。,1137,586,3,1137,235,split_paragraph
9、猪肚丝瓜络巧治胃下垂的偏方药物：猪肚1付干丝瓜络120克用法：猪肚洗净，加丝瓜络60克煮90分钟以猪肚熟为度，去丝瓜络。取余下的60克丝瓜络炒黄研末。每天3次，3天吃完，饭前30分钟加热温服。6天为1疗程，每疗程间隔2天。10、青核桃皮能解决圈癣青核桃是圈癣的“克星”。不管圈癣长在手上、脸上或身体其他部位上，仅用小刀切下一块青核桃(不要切核桃心)，马上在患部来回涂擦，一天擦4--5次(每次切一小块)，用上2--3个青核桃即能解决好。,1137,586,4,1137,220,split_paragraph
都说吃在中国，味在四川于我这样的无节操的吃货来说，大四川真是让我神往之地啊。已计划明年出游四川，开启我的吃货之旅感谢热情好客的四川知友们的推荐看上面很多写来写去就是成都出名的那几家，看来看去都看腻了。从成都往西走，从温江一直到邛崃，一路上看到写着“茶渣面”或者“渣渣面”的，只要看见有人停车在里面吃东西的，都可以进去吃。来二两渣渣面，拌一份鸡片，搞个炖蹄花。滋味绝对不摆了。而且各家味道差别不大。不用特意去哪一家吃。温江我比较喜欢的是高二哥高三哥猪耳朵饭店，泡椒猪耳朵凉拌猪肚凉拌猪耳朵等等都很好吃。,280,587,0,280,250,split_paragraph
硬盘与内存区别说到内存，很多人容易将电脑里面的内存条跟内存卡之类的混淆，其实，电脑里面的内存跟手机运行内存是一样的，它们都是运行内存。也可以说内存条才是电脑真正的内存，而硬盘是电脑的外存，属于存储设备，内存决非仅仅是起数据仓库的作用。除少量操作系统中必不可少的程序长驻内存外，我们平常使用的程序，如Windows、Linux等系统软件，包括打字 软件、游戏软件等在内的应用软件，虽然把包括程序代码在内的大量数据都放在磁带、磁盘、光盘、移动盘等外存设备上，但外存中任何数据只有调入内存中才能真正使用。,1083,589,0,1083,249,split_paragraph
笔记本硬盘与台式机硬盘(笔记本为2.5英寸，台式机为3.5英寸，当天笔记本硬盘也兼容台式机)电脑上任何一种输入(来自外存、键盘、鼠标、麦克风、扫描仪，等等)和任何一种输出(显示、打印、音像、写入外存，等等)无一不是通过内存才可以进行，内存是程序与CPU之间的桥梁。硬盘的话一般都是用来存储数据的，相当于数据仓库，比如系统，都是安装在硬盘里面，你所下载的软件和文件都保存的也是在硬盘里，与内存条没半毛钱关系。,1083,589,1,1083,203,split_paragraph
一般如果没有安装内存条，电脑是不会显示的，如果没有安装硬盘，电脑一样可以显示，只是不能进入操作系统，只能显示在英文的界面。如果在电脑显示在英文界面就进不去了，一般都是与硬盘有关，要不就是硬盘坏了，要不就是安装在硬盘里面的系统不行了;如果电脑开机不显示，百分之80的与内存条有关系，很多都是内存松了或者生锈了，也有可能是内存坏了。不过，电脑开机不显示也不一定是内存条的问题，比如CPU，主板，显卡，电源都有可能可能引起电脑开机不显示。,1083,589,2,1083,216,split_paragraph
SSD固态硬盘 一般电脑内存都远比硬盘容量小，目前主流装机内存都是8GB了，而以前的电脑内存相对比较小，早期有128M，256M，512M，1G的内存，现在一般至少4G内存了，最大单条达到了16G。从SDRAM，DDR ，DDR2，DDR3，到目前最新的DDR4第四代内存。而硬盘容量比较大，目前市场机械硬盘大小为500G以上，而固态硬盘为128G以上，最大的机械硬盘都达到了10多TB的了，SSD固态硬盘如今逐渐普及，只不过容量还不能与机械硬盘媲美。,1083,589,3,1083,226,split_paragraph
更新 很多人私信我说为什么sql没有写上去。这个确实是我的疏忽。其实并不是觉得sql不重要，相反，sql是最最基础的东西。一个好的data scientist必须要熟练的掌握sql。虽然我不敢说，数据库的架构和性能优化你要多了解，但是怎么巧妙地利用数据库读取数据，如何设计数据库对于一个data scientist来说是非常重要的。,230,590,0,230,166,split_paragraph
因为天猫开店划线价没有做好解释，被举报敲诈1000元，用这1000元请律师能否摆平？目前的情况是，他已经拍下我的产品付款，我已经发货并出具了发票，在天猫后台的订单上可以看到我当时确实没有对划线价进行解释，也即他有办法证明我划线价没有做好解秋的事实。但是，他可能是职业举报人，并非正常消费者，在这方面可否做文章？如果把被敲诈的1000元做为酬劳给律师，能否帮我解决问题，因为同样是1000块钱，给别人我会舒服点，给这些流氓我不太舒服。这几年，问答社区的风气是越来越能装了。,448,592,0,448,235,split_paragraph
实名鄙视 小小马 边境地区牧羊犬 以七桑 钝初 王弓虽 这些装x的。律师的收入算高吗？完全算不上。网上随便搜个十大高薪职业，完全就排不上名次。为什么律师会给人一种高薪的错觉？那是电视多了。律师按时薪收费没错，但也得看有没有案源，不是每个律师都能从早到晚都有业务的。,448,592,1,448,132,split_paragraph
2 在网络上发布一些信息，如58同城等，广撒网。3 联络上学校的老师，让帮忙给介绍一些学生过来。,143,595,0,143,48,split_paragraph
中央电视台体育频道将对本场比赛进行现场直播，欢迎球迷们准时收看。【点击进入直播】火箭新赛季首场比赛的对手是湖人，赛前绝大多数球迷都看休斯敦的球队赢得胜利。不过，结果却让人大吃一惊，火箭竟然输了。但回头，其实输球也是理所当然，因为火箭的防守实在是太糟糕。此番客场挑战小牛，火箭首先要做的就是要力争把防守做的更好。不然，你进攻实力再强也是白搭。哈登在首场比赛的手感不错，砍下了34分生涯新高的17次助攻。在为队友创造机会这一点上，他做的相当不错，而且表示会继续坚持下去。,603,598,0,603,233,split_paragraph
对阵小牛，哈登要力争延续首轮的状态，多给对方防线施压。不过，面对马修斯、巴恩斯这样的防守悍将，不知道哈登能否打出效率。小牛首战经过加时赛输给了步行者，球队主帅认为在一度落后14分的情况下能够拖入加时，队员们的拼劲很棒，但是丢掉了130分说明了目前队伍的防守非常糟糕。主场面对采取跑轰战术的火箭队，小牛队更是需要注重防守，他们也需要盯防住火箭队的其他球员，让哈登在场上有更多消耗。博格特要努力帮助球队守护好篮板，当好防守屏障，巴恩斯和马修斯在防守上也要发挥更大的作用。,603,598,1,603,233,split_paragraph
杜万华对广东省三级法院的人民法庭司法体制改革工作和家事审判工作予以充分肯定。杜万华强调，各级人民法院要认真贯彻第三次全国人民法庭工作会议精神，积极发挥人民法庭的审判职能作用，并通过发挥审判职能积极参与县域、乡域治理，充分发挥人民法庭在多元化纠纷解决机制中的纽带和桥梁作用；要按照孟建柱书记关于司法体制改革要从人民法庭改起，迈小步、不停步，积小胜为大胜的要求，和周强院长关于将人民法庭作为司法改革的试验田的要求，将顶层设计和基层探索相结合，积极推进人民法庭各项司法体制改革措施，少些空谈、多些实干；,782,600,0,782,248,split_paragraph
